TID,distance_mean,distance_total,average_velocity,Nr,PID,xpixel,ypixel,tmin,Ival,Lenpixel,D2Spixel,D2Rpixel,D2Ppixel,vpixelmin,αdeg,Δαdeg,well,field,treatment,motherID,generation,lineage,distance
1,1.0378084087978803,25.945210219947004,2.0756168175957606,1,1,722,257,0,88,0,0,NA,NA,NA,NA,NA,A03,B6_2,HGF,0,1,1,0
1,1.0378084087978803,25.945210219947004,2.0756168175957606,2,2,721.5,257,30,75,0.5,0.5,NA,0.5,0.017,180,NA,A03,B6_2,HGF,0,1,1,0.5
1,1.0378084087978803,25.945210219947004,2.0756168175957606,3,3,721.5,257,60,38,0.5,0.5,NA,0,0,0,-180,A03,B6_2,HGF,0,1,1,0
1,1.0378084087978803,25.945210219947004,2.0756168175957606,4,4,721,254.5,90,131,3.05,2.693,NA,2.55,0.085,-101.31,-101.31,A03,B6_2,HGF,0,1,1,2.5495097567963922
1,1.0378084087978803,25.945210219947004,2.0756168175957606,5,5,722.5,254,120,16,4.631,3.041,NA,1.581,0.053,-18.435,82.875,A03,B6_2,HGF,0,1,1,1.5811388300841898
1,1.0378084087978803,25.945210219947004,2.0756168175957606,6,6,725,254,150,0,7.131,4.243,NA,2.5,0.083,0,18.435,A03,B6_2,HGF,0,1,1,2.5
1,1.0378084087978803,25.945210219947004,2.0756168175957606,7,7,725,254.5,180,2,7.631,3.905,NA,0.5,0.017,90,90,A03,B6_2,HGF,0,1,1,0.5
1,1.0378084087978803,25.945210219947004,2.0756168175957606,8,8,725.5,255,210,11,8.338,4.031,NA,0.707,0.024,45,-45,A03,B6_2,HGF,0,1,1,0.7071067811865476
1,1.0378084087978803,25.945210219947004,2.0756168175957606,9,9,727,256,240,28,10.141,5.099,NA,1.803,0.06,33.69,-11.31,A03,B6_2,HGF,0,1,1,1.8027756377319946
1,1.0378084087978803,25.945210219947004,2.0756168175957606,10,10,726.5,255.5,270,47,10.848,4.743,NA,0.707,0.024,-135,-168.69,A03,B6_2,HGF,0,1,1,0.7071067811865476
1,1.0378084087978803,25.945210219947004,2.0756168175957606,11,11,724.5,254.5,300,25,13.084,3.536,NA,2.236,0.075,-153.435,-18.435,A03,B6_2,HGF,0,1,1,2.23606797749979
1,1.0378084087978803,25.945210219947004,2.0756168175957606,12,12,723.5,256,330,4,14.886,1.803,NA,1.803,0.06,123.69,-82.875,A03,B6_2,HGF,0,1,1,1.8027756377319946
1,1.0378084087978803,25.945210219947004,2.0756168175957606,13,13,723.5,256,360,36,14.886,1.803,NA,0,0,0,-123.69,A03,B6_2,HGF,0,1,1,0
1,1.0378084087978803,25.945210219947004,2.0756168175957606,14,14,724.5,257,390,4,16.301,2.5,NA,1.414,0.047,45,45,A03,B6_2,HGF,0,1,1,1.4142135623730951
1,1.0378084087978803,25.945210219947004,2.0756168175957606,15,15,725,257,420,1,16.801,3,NA,0.5,0.017,0,-45,A03,B6_2,HGF,0,1,1,0.5
1,1.0378084087978803,25.945210219947004,2.0756168175957606,16,16,724.5,257,450,0,17.301,2.5,NA,0.5,0.017,180,180,A03,B6_2,HGF,0,1,1,0.5
1,1.0378084087978803,25.945210219947004,2.0756168175957606,17,17,720.5,257.5,480,88,21.332,1.581,NA,4.031,0.134,172.875,-7.125,A03,B6_2,HGF,0,1,1,4.031128874149275
1,1.0378084087978803,25.945210219947004,2.0756168175957606,18,18,721,257,510,134,22.039,1,NA,0.707,0.024,-45,142.125,A03,B6_2,HGF,0,1,1,0.7071067811865476
1,1.0378084087978803,25.945210219947004,2.0756168175957606,19,19,721,257,540,13,22.039,1,NA,0,0,0,45,A03,B6_2,HGF,0,1,1,0
1,1.0378084087978803,25.945210219947004,2.0756168175957606,20,20,722.5,257.5,570,11,23.62,0.707,NA,1.581,0.053,18.435,18.435,A03,B6_2,HGF,0,1,1,1.5811388300841898
1,1.0378084087978803,25.945210219947004,2.0756168175957606,21,21,722,257,600,1,24.327,0,NA,0.707,0.024,-135,-153.435,A03,B6_2,HGF,0,1,1,0.7071067811865476
1,1.0378084087978803,25.945210219947004,2.0756168175957606,22,22,721,256.5,630,40,25.445,1.118,NA,1.118,0.037,-153.435,-18.435,A03,B6_2,HGF,0,1,1,1.118033988749895
1,1.0378084087978803,25.945210219947004,2.0756168175957606,23,23,721.5,256.5,660,40,25.945,0.707,NA,0.5,0.017,0,153.435,A03,B6_2,HGF,0,1,1,0.5
1,1.0378084087978803,25.945210219947004,2.0756168175957606,24,24,721.5,256.5,690,1,25.945,0.707,NA,0,0,0,0,A03,B6_2,HGF,0,1,1,0
1,1.0378084087978803,25.945210219947004,2.0756168175957606,25,25,721.5,256.5,720,83,25.945,0.707,NA,0,0,0,0,A03,B6_2,HGF,0,1,1,0
2,5.227739572005739,214.3373224522353,10.455479144011479,26,1,729.5,258,750,81,0,0,NA,NA,NA,NA,NA,A03,B6_2,HGF,1,2,1,0
2,5.227739572005739,214.3373224522353,10.455479144011479,27,2,730.5,258,780,107,1,1,NA,1,0.033,0,NA,A03,B6_2,HGF,1,2,1,1
2,5.227739572005739,214.3373224522353,10.455479144011479,28,3,735.5,254,810,3,7.403,7.211,NA,6.403,0.213,-38.66,-38.66,A03,B6_2,HGF,1,2,1,6.4031242374328485
2,5.227739572005739,214.3373224522353,10.455479144011479,29,4,738.5,251.5,840,25,11.308,11.102,NA,3.905,0.13,-39.806,-1.146,A03,B6_2,HGF,1,2,1,3.905124837953327
