TID,distance_mean,distance_total,average_velocity,Nr,PID,xpixel,ypixel,tmin,Ival,Lenpixel,D2Spixel,D2Rpixel,D2Ppixel,vpixelmin,αdeg,Δαdeg,well,field,treatment,motherID,generation,lineage,distance
1,11.82817566016828,1147.3330390363233,23.65635132033656,1,1,109,862.5,0,117,0,0,NA,NA,NA,NA,NA,A01,5,PBS,0,1,1,0
1,11.82817566016828,1147.3330390363233,23.65635132033656,2,2,137,833.5,30,94,40.311,40.311,NA,40.311,1.344,-46.005,NA,A01,5,PBS,0,1,1,40.311288741492746
1,11.82817566016828,1147.3330390363233,23.65635132033656,3,3,126.5,870.5,60,99,78.772,19.242,NA,38.461,1.282,105.843,151.848,A01,5,PBS,0,1,1,38.46101922726437
1,11.82817566016828,1147.3330390363233,23.65635132033656,4,4,102.5,834,90,92,122.456,29.232,NA,43.684,1.456,-123.326,130.831,A01,5,PBS,0,1,1,43.68352092036538
1,11.82817566016828,1147.3330390363233,23.65635132033656,5,5,150,834.5,120,104,169.958,49.649,NA,47.503,1.583,0.603,123.929,A01,5,PBS,0,1,1,47.502631506054485
1,11.82817566016828,1147.3330390363233,23.65635132033656,6,6,129,871.5,150,198,212.503,21.932,NA,42.544,1.418,119.578,118.975,A01,5,PBS,0,1,1,42.5440947723653
1,11.82817566016828,1147.3330390363233,23.65635132033656,7,7,116.5,824.5,180,119,261.136,38.733,NA,48.634,1.621,-104.893,135.529,A01,5,PBS,0,1,1,48.63383595810637
1,11.82817566016828,1147.3330390363233,23.65635132033656,8,8,144,840.5,210,104,292.952,41.34,NA,31.816,1.061,30.192,135.085,A01,5,PBS,0,1,1,31.815876539866068
1,11.82817566016828,1147.3330390363233,23.65635132033656,9,9,110,869.5,240,67,337.64,7.071,NA,44.688,1.49,139.538,109.346,A01,5,PBS,0,1,1,44.68780594300866
1,11.82817566016828,1147.3330390363233,23.65635132033656,10,10,112,825,270,85,382.185,37.62,NA,44.545,1.485,-87.427,133.036,A01,5,PBS,0,1,1,44.54492114708477
1,11.82817566016828,1147.3330390363233,23.65635132033656,11,11,126.5,817,300,111,398.745,48.749,NA,16.56,0.552,-28.887,58.54,A01,5,PBS,0,1,1,16.560495161679196
1,11.82817566016828,1147.3330390363233,23.65635132033656,12,12,130.5,823,330,125,405.957,44.972,NA,7.211,0.24,56.31,85.197,A01,5,PBS,0,1,1,7.211102550927978
1,11.82817566016828,1147.3330390363233,23.65635132033656,13,13,127,825,360,90,409.988,41.596,NA,4.031,0.134,150.255,93.945,A01,5,PBS,0,1,1,4.031128874149275
1,11.82817566016828,1147.3330390363233,23.65635132033656,14,14,119.5,826,390,113,417.554,37.98,NA,7.566,0.252,172.405,22.15,A01,5,PBS,0,1,1,7.566372975210778
1,11.82817566016828,1147.3330390363233,23.65635132033656,15,15,111.5,831.5,420,92,427.262,31.101,NA,9.708,0.324,145.491,-26.914,A01,5,PBS,0,1,1,9.7082439194738
1,11.82817566016828,1147.3330390363233,23.65635132033656,16,16,90.5,840,450,190,449.917,29.129,NA,22.655,0.755,157.964,12.472,A01,5,PBS,0,1,1,22.655021518418383
