TID,distance_mean,distance_total,average_velocity,Nr,PID,xpixel,ypixel,tmin,Ival,Lenpixel,D2Spixel,D2Rpixel,D2Ppixel,vpixelmin,αdeg,Δαdeg,well,field,treatment,motherID,generation,lineage,distance
1,14.412260376064097,720.6130188032049,28.824520752128194,1,1,1083.333,445.333,0,131,0,0,NA,NA,NA,NA,NA,A02,5,EGF,0,1,1,0
1,14.412260376064097,720.6130188032049,28.824520752128194,2,2,1087.333,450.667,30,36,6.667,6.667,NA,6.667,0.222,53.13,NA,A02,5,EGF,0,1,1,6.667200011998998
1,14.412260376064097,720.6130188032049,28.824520752128194,3,3,1084.667,452,60,17,9.648,6.799,NA,2.981,0.099,153.435,100.305,A02,5,EGF,0,1,1,2.9806786140073815
1,14.412260376064097,720.6130188032049,28.824520752128194,4,4,1084.667,452,90,0,9.648,6.799,NA,0,0,0,-153.435,A02,5,EGF,0,1,1,0
1,14.412260376064097,720.6130188032049,28.824520752128194,5,5,1084.667,445.333,120,101,16.315,1.333,NA,6.667,0.222,-90,-90,A02,5,EGF,0,1,1,6.666999999999973
1,14.412260376064097,720.6130188032049,28.824520752128194,6,6,1080.667,452,150,123,24.089,7.18,NA,7.775,0.259,120.964,-149.036,A02,5,EGF,0,1,1,7.774888359327074
1,14.412260376064097,720.6130188032049,28.824520752128194,7,7,1083.333,449.333,180,95,27.861,4,NA,3.771,0.126,-45,-165.964,A02,5,EGF,0,1,1,3.771000530363361
1,14.412260376064097,720.6130188032049,28.824520752128194,8,8,1079.333,452,210,58,32.668,7.775,NA,4.807,0.16,146.31,-168.69,A02,5,EGF,0,1,1,4.807586608684222
1,14.412260376064097,720.6130188032049,28.824520752128194,9,9,1083.333,449.333,240,114,37.475,4,NA,4.807,0.16,-33.69,-180,A02,5,EGF,0,1,1,4.807586608684222
1,14.412260376064097,720.6130188032049,28.824520752128194,10,10,1080.667,450.667,270,8,40.457,5.963,NA,2.981,0.099,153.435,-172.875,A02,5,EGF,0,1,1,2.981125961780339
1,14.412260376064097,720.6130188032049,28.824520752128194,11,11,1080.667,450.667,300,94,40.457,5.963,NA,0,0,0,-153.435,A02,5,EGF,0,1,1,0
1,14.412260376064097,720.6130188032049,28.824520752128194,12,12,1080.667,449.333,330,91,41.79,4.807,NA,1.333,0.044,-90,-90,A02,5,EGF,0,1,1,1.3339999999999463
1,14.412260376064097,720.6130188032049,28.824520752128194,13,13,1078,446.667,360,69,45.561,5.497,NA,3.771,0.126,-135,-45,A02,5,EGF,0,1,1,3.77100053036324
1,14.412260376064097,720.6130188032049,28.824520752128194,14,14,1072.667,438.667,390,137,55.176,12.579,NA,9.615,0.32,-123.69,11.31,A02,5,EGF,0,1,1,9.614618505172261
1,14.412260376064097,720.6130188032049,28.824520752128194,15,15,1068.667,440,420,165,59.393,15.606,NA,4.216,0.141,161.565,-74.745,A02,5,EGF,0,1,1,4.216264816161346
1,14.412260376064097,720.6130188032049,28.824520752128194,16,16,1059.333,424,450,163,77.916,32.111,NA,18.523,0.617,-120.256,78.179,A02,5,EGF,0,1,1,18.523594575567586
1,14.412260376064097,720.6130188032049,28.824520752128194,17,17,1035.333,416,480,120,103.214,56.253,NA,25.298,0.843,-161.565,-41.309,A02,5,EGF,0,1,1,25.298221281347036
1,14.412260376064097,720.6130188032049,28.824520752128194,18,18,1028.667,406.667,510,138,114.684,66.959,NA,11.47,0.382,-125.538,36.027,A02,5,EGF,0,1,1,11.469108291406213
1,14.412260376064097,720.6130188032049,28.824520752128194,19,19,1015.333,388,540,157,137.623,88.944,NA,22.94,0.765,-125.538,0,A02,5,EGF,0,1,1,22.940192784717343
1,14.412260376064097,720.6130188032049,28.824520752128194,20,20,996.667,393.333,570,54,157.037,101.07,NA,19.414,0.647,164.055,-70.408,A02,5,EGF,0,1,1,19.412893782226238
1,14.412260376064097,720.6130188032049,28.824520752128194,21,21,968.667,380,600,34,188.05,131.973,NA,31.013,1.034,-154.537,41.409,A02,5,EGF,0,1,1,31.012398955901503
1,14.412260376064097,720.6130188032049,28.824520752128194,22,22,971.333,357.333,630,170,210.873,142.436,NA,22.823,0.761,-83.29,71.246,A02,5,EGF,0,1,1,22.823243524968106
1,14.412260376064097,720.6130188032049,28.824520752128194,23,23,967.333,344,660,102,224.793,154.027,NA,13.92,0.464,-106.699,-23.409,A02,5,EGF,0,1,1,13.920089403448554
1,14.412260376064097,720.6130188032049,28.824520752128194,24,24,950,353.333,690,80,244.479,161.993,NA,19.686,0.656,151.699,-101.602,A02,5,EGF,0,1,1,19.6859792238029
1,14.412260376064097,720.6130188032049,28.824520752128194,25,25,915.333,353.333,720,40,279.146,191.541,NA,34.667,1.156,180,28.301,A02,5,EGF,0,1,1,34.66700000000003
1,14.412260376064097,720.6130188032049,28.824520752128194,26,26,904.667,366.667,750,100,296.221,195.218,NA,17.075,0.569,128.66,-51.34,A02,5,EGF,0,1,1,17.075102108040152
1,14.412260376064097,720.6130188032049,28.824520752128194,27,27,886,382.667,780,44,320.806,207.045,NA,24.585,0.82,139.399,10.739,A02,5,EGF,0,1,1,24.585704972605548
1,14.412260376064097,720.6130188032049,28.824520752128194,28,28,864.667,388,810,53,342.796,226.058,NA,21.99,0.733,165.964,26.565,A02,5,EGF,0,1,1,21.989492445256644
1,14.412260376064097,720.6130188032049,28.824520752128194,29,29,878,353.333,840,36,379.939,225.002,NA,37.142,1.238,-68.962,125.074,A02,5,EGF,0,1,1,37.14256019716462
1,14.412260376064097,720.6130188032049,28.824520752128194,30,30,843.333,342.667,870,43,416.209,261.037,NA,36.271,1.209,-162.897,-93.935,A02,5,EGF,0,1,1,36.270710566516385
1,14.412260376064097,720.6130188032049,28.824520752128194,31,31,864.667,313.333,900,162,452.48,255.419,NA,36.271,1.209,-53.973,108.925,A02,5,EGF,0,1,1,36.27151929544721
1,14.412260376064097,720.6130188032049,28.824520752128194,32,32,851.333,344,930,95,485.92,253.165,NA,33.44,1.115,113.499,167.471,A02,5,EGF,0,1,1,33.44040138814126
1,14.412260376064097,720.6130188032049,28.824520752128194,33,33,867.333,329.333,960,126,507.625,245.177,NA,21.705,0.724,-42.51,-156.009,A02,5,EGF,0,1,1,21.705319371066604
1,14.412260376064097,720.6130188032049,28.824520752128194,34,34,898,306.667,990,167,545.759,231.467,NA,38.134,1.271,-36.469,6.041,A02,5,EGF,0,1,1,38.13413752794213
1,14.412260376064097,720.6130188032049,28.824520752128194,35,35,880.667,304,1020,63,563.296,247.081,NA,17.537,0.585,-171.254,-134.785,A02,5,EGF,0,1,1,17.536983149903488
1,14.412260376064097,720.6130188032049,28.824520752128194,36,36,906,312,1050,131,589.863,221.867,NA,26.566,0.886,17.526,-171.221,A02,5,EGF,0,1,1,26.566160599529592
1,14.412260376064097,720.6130188032049,28.824520752128194,37,37,910,306.667,1080,127,596.53,221.975,NA,6.667,0.222,-53.13,-70.656,A02,5,EGF,0,1,1,6.666400003000141
1,14.412260376064097,720.6130188032049,28.824520752128194,38,38,950,302.667,1110,105,636.729,195.273,NA,40.2,1.34,-5.711,47.42,A02,5,EGF,0,1,1,40.19950248448356
1,14.412260376064097,720.6130188032049,28.824520752128194,39,39,948.667,288,1140,154,651.456,207.096,NA,14.727,0.491,-95.194,-89.484,A02,5,EGF,0,1,1,14.727449813188947
1,14.412260376064097,720.6130188032049,28.824520752128194,40,40,956.667,278.667,1170,142,663.749,209.338,NA,12.293,0.41,-49.399,45.796,A02,5,EGF,0,1,1,12.292472859437213
1,14.412260376064097,720.6130188032049,28.824520752128194,41,41,956.667,278.667,1200,139,663.749,209.338,NA,0,0,0,49.399,A02,5,EGF,0,1,1,0
1,14.412260376064097,720.6130188032049,28.824520752128194,42,42,955.333,284,1230,155,669.246,205.943,NA,5.497,0.183,104.036,104.036,A02,5,EGF,0,1,1,5.497312525225435
1,14.412260376064097,720.6130188032049,28.824520752128194,43,43,951.333,289.333,1260,137,675.913,204.353,NA,6.667,0.222,126.87,22.834,A02,5,EGF,0,1,1,6.666400003000141
1,14.412260376064097,720.6130188032049,28.824520752128194,44,44,950,290.667,1290,139,677.799,204.205,NA,1.886,0.063,135,8.13,A02,5,EGF,0,1,1,1.8858539179904092
1,14.412260376064097,720.6130188032049,28.824520752128194,45,45,946,277.333,1320,146,691.719,216.99,NA,13.92,0.464,-106.699,118.301,A02,5,EGF,0,1,1,13.92104723072221
1,14.412260376064097,720.6130188032049,28.824520752128194,46,46,940.667,261.333,1350,145,708.585,232.83,NA,16.865,0.562,-108.435,-1.736,A02,5,EGF,0,1,1,16.86537544794066
1,14.412260376064097,720.6130188032049,28.824520752128194,47,47,938,257.333,1380,142,713.392,237.625,NA,4.807,0.16,-123.69,-15.255,A02,5,EGF,0,1,1,4.807586608684253
1,14.412260376064097,720.6130188032049,28.824520752128194,48,48,939.333,258.667,1410,104,715.278,235.755,NA,1.886,0.063,45,168.69,A02,5,EGF,0,1,1,1.8858539179904092
1,14.412260376064097,720.6130188032049,28.824520752128194,49,49,942,258.667,1440,104,717.944,234.136,NA,2.667,0.089,0,-45,A02,5,EGF,0,1,1,2.66700000000003
1,14.412260376064097,720.6130188032049,28.824520752128194,50,50,942,256,1470,85,720.611,236.267,NA,2.667,0.089,-90,-90,A02,5,EGF,0,1,1,2.666999999999973
2,7.81266190145522,296.8811522552984,15.62532380291044,51,1,920.667,256,1500,247,0,0,NA,NA,NA,NA,NA,A02,5,EGF,1,2,1,0
2,7.81266190145522,296.8811522552984,15.62532380291044,52,2,912.667,250.667,1530,115,9.615,9.615,NA,9.615,0.32,-146.31,NA,A02,5,EGF,1,2,1,9.614618505172214
