TID,distance_mean,distance_total,average_velocity,Nr,PID,xpixel,ypixel,tmin,Ival,Lenpixel,D2Spixel,D2Rpixel,D2Ppixel,vpixelmin,αdeg,Δαdeg,well,field,treatment,motherID,generation,lineage,distance
1,10.274967721714791,472.6485151988804,20.549935443429582,1,1,881,700,0,122,0,0,NA,NA,NA,NA,NA,A02,6,EGF,0,1,1,0
1,10.274967721714791,472.6485151988804,20.549935443429582,2,2,881,700,30,114,0,0,NA,0,0,0,NA,A02,6,EGF,0,1,1,0
1,10.274967721714791,472.6485151988804,20.549935443429582,3,3,899,699,60,45,18.028,18.028,NA,18.028,0.601,-3.18,-3.18,A02,6,EGF,0,1,1,18.027756377319946
1,10.274967721714791,472.6485151988804,20.549935443429582,4,4,898,698,90,194,19.442,17.117,NA,1.414,0.047,-135,-131.82,A02,6,EGF,0,1,1,1.4142135623730951
1,10.274967721714791,472.6485151988804,20.549935443429582,5,5,897,698,120,155,20.442,16.125,NA,1,0.033,180,-45,A02,6,EGF,0,1,1,1
1,10.274967721714791,472.6485151988804,20.549935443429582,6,6,890,695,150,40,28.058,10.296,NA,7.616,0.254,-156.801,23.199,A02,6,EGF,0,1,1,7.615773105863909
1,10.274967721714791,472.6485151988804,20.549935443429582,7,7,861,697,180,158,57.127,20.224,NA,29.069,0.969,176.055,-27.144,A02,6,EGF,0,1,1,29.068883707497267
1,10.274967721714791,472.6485151988804,20.549935443429582,8,8,859,695,210,159,59.955,22.561,NA,2.828,0.094,-135,48.945,A02,6,EGF,0,1,1,2.8284271247461903
1,10.274967721714791,472.6485151988804,20.549935443429582,9,9,848,698,240,96,71.357,33.061,NA,11.402,0.38,164.745,-60.255,A02,6,EGF,0,1,1,11.40175425099138
1,10.274967721714791,472.6485151988804,20.549935443429582,10,10,842,695,270,58,78.065,39.319,NA,6.708,0.224,-153.435,41.82,A02,6,EGF,0,1,1,6.708203932499369
1,10.274967721714791,472.6485151988804,20.549935443429582,11,11,839,695,300,93,81.065,42.297,NA,3,0.1,180,-26.565,A02,6,EGF,0,1,1,3
1,10.274967721714791,472.6485151988804,20.549935443429582,12,12,832,698,330,86,88.681,49.041,NA,7.616,0.254,156.801,-23.199,A02,6,EGF,0,1,1,7.615773105863909
1,10.274967721714791,472.6485151988804,20.549935443429582,13,13,830,699,360,117,90.917,51.01,NA,2.236,0.075,153.435,-3.366,A02,6,EGF,0,1,1,2.23606797749979
1,10.274967721714791,472.6485151988804,20.549935443429582,14,14,829,707,390,76,98.979,52.469,NA,8.062,0.269,97.125,-56.31,A02,6,EGF,0,1,1,8.06225774829855
1,10.274967721714791,472.6485151988804,20.549935443429582,15,15,824,706,420,97,104.078,57.315,NA,5.099,0.17,-168.69,94.185,A02,6,EGF,0,1,1,5.0990195135927845
1,10.274967721714791,472.6485151988804,20.549935443429582,16,16,816,708,450,98,112.324,65.49,NA,8.246,0.275,165.964,-25.346,A02,6,EGF,0,1,1,8.246211251235321
1,10.274967721714791,472.6485151988804,20.549935443429582,17,17,827,701,480,155,125.363,54.009,NA,13.038,0.435,-32.471,161.565,A02,6,EGF,0,1,1,13.038404810405298
1,10.274967721714791,472.6485151988804,20.549935443429582,18,18,839,703,510,34,137.528,42.107,NA,12.166,0.406,9.462,41.934,A02,6,EGF,0,1,1,12.165525060596439
