TID,distance_mean,distance_total,average_velocity,Nr,PID,xpixel,ypixel,tmin,Ival,Lenpixel,D2Spixel,D2Rpixel,D2Ppixel,vpixelmin,αdeg,Δαdeg,well,field,treatment,motherID,generation,lineage,distance
1,5.5780297219724915,161.76286193720227,11.156059443944985,1,1,631.5,422.833,0,69,0,0,NA,NA,NA,NA,NA,A03,C6_2,HGF,0,1,1,0
1,5.5780297219724915,161.76286193720227,11.156059443944985,2,2,622.167,410.167,30,139,15.734,15.734,NA,15.734,0.524,-126.384,NA,A03,C6_2,HGF,0,1,1,15.733163858550537
1,5.5780297219724915,161.76286193720227,11.156059443944985,3,3,624.833,412.167,60,142,19.067,12.579,NA,3.333,0.111,36.87,163.254,A03,C6_2,HGF,0,1,1,3.3328000240037925
1,5.5780297219724915,161.76286193720227,11.156059443944985,4,4,626.833,416.833,90,106,24.144,7.601,NA,5.077,0.169,66.801,29.932,A03,C6_2,HGF,0,1,1,5.076569314015175
1,5.5780297219724915,161.76286193720227,11.156059443944985,5,5,621.5,417.5,120,3,29.519,11.333,NA,5.375,0.179,172.875,106.074,A03,C6_2,HGF,0,1,1,5.374549097366182
1,5.5780297219724915,161.76286193720227,11.156059443944985,6,6,624,416,150,101,32.435,10.146,NA,2.915,0.097,-30.964,156.161,A03,C6_2,HGF,0,1,1,2.9154759474226504
1,5.5780297219724915,161.76286193720227,11.156059443944985,7,7,622.5,418,180,78,34.935,10.216,NA,2.5,0.083,126.87,157.834,A03,C6_2,HGF,0,1,1,2.5
1,5.5780297219724915,161.76286193720227,11.156059443944985,8,8,620,419,210,19,37.627,12.122,NA,2.693,0.09,158.199,31.329,A03,C6_2,HGF,0,1,1,2.692582403567252
1,5.5780297219724915,161.76286193720227,11.156059443944985,9,9,620,418,240,53,38.627,12.474,NA,1,0.033,-90,111.801,A03,C6_2,HGF,0,1,1,1
1,5.5780297219724915,161.76286193720227,11.156059443944985,10,10,616.5,418,270,47,42.127,15.759,NA,3.5,0.117,180,-90,A03,C6_2,HGF,0,1,1,3.5
1,5.5780297219724915,161.76286193720227,11.156059443944985,11,11,611,409.5,300,136,52.252,24.455,NA,10.124,0.337,-122.905,57.095,A03,C6_2,HGF,0,1,1,10.124228365658293
1,5.5780297219724915,161.76286193720227,11.156059443944985,12,12,617.5,409.5,330,103,58.752,19.333,NA,6.5,0.217,0,122.905,A03,C6_2,HGF,0,1,1,6.5
1,5.5780297219724915,161.76286193720227,11.156059443944985,13,13,614.5,413.5,360,85,63.752,19.394,NA,5,0.167,126.87,126.87,A03,C6_2,HGF,0,1,1,5
1,5.5780297219724915,161.76286193720227,11.156059443944985,14,14,613,418.5,390,87,68.972,19.001,NA,5.22,0.174,106.699,-20.171,A03,C6_2,HGF,0,1,1,5.220153254455275
1,5.5780297219724915,161.76286193720227,11.156059443944985,15,15,610,422.5,420,89,73.972,21.503,NA,5,0.167,126.87,20.171,A03,C6_2,HGF,0,1,1,5
1,5.5780297219724915,161.76286193720227,11.156059443944985,16,16,612,422,450,108,76.033,19.518,NA,2.062,0.069,-14.036,-140.906,A03,C6_2,HGF,0,1,1,2.0615528128088303
1,5.5780297219724915,161.76286193720227,11.156059443944985,17,17,609.5,430.5,480,148,84.893,23.298,NA,8.86,0.295,106.39,120.426,A03,C6_2,HGF,0,1,1,8.860022573334675
1,5.5780297219724915,161.76286193720227,11.156059443944985,18,18,609,449,510,119,103.4,34.51,NA,18.507,0.617,91.548,-14.841,A03,C6_2,HGF,0,1,1,18.506755523321747
1,5.5780297219724915,161.76286193720227,11.156059443944985,19,19,611.5,448.5,540,138,105.95,32.539,NA,2.55,0.085,-11.31,-102.858,A03,C6_2,HGF,0,1,1,2.5495097567963922
1,5.5780297219724915,161.76286193720227,11.156059443944985,20,20,616.5,447.5,570,144,111.049,28.869,NA,5.099,0.17,-11.31,0,A03,C6_2,HGF,0,1,1,5.0990195135927845
1,5.5780297219724915,161.76286193720227,11.156059443944985,21,21,620.5,446,600,144,115.321,25.646,NA,4.272,0.142,-20.556,-9.246,A03,C6_2,HGF,0,1,1,4.272001872658765
1,5.5780297219724915,161.76286193720227,11.156059443944985,22,22,624,441,630,87,121.424,19.654,NA,6.103,0.203,-55.008,-34.452,A03,C6_2,HGF,0,1,1,6.103277807866851
