TID,distance_mean,distance_total,average_velocity,Nr,PID,xpixel,ypixel,tmin,Ival,Lenpixel,D2Spixel,D2Rpixel,D2Ppixel,vpixelmin,αdeg,Δαdeg,well,field,treatment,motherID,generation,lineage,distance
1,6.336261546442754,614.6173700049471,12.672523092885507,1,1,1140.667,359,0,157,0,0,NA,NA,NA,NA,NA,A04,C8_2,OSM,0,1,1,0
1,6.336261546442754,614.6173700049471,12.672523092885507,2,2,1140.667,359,30,108,0,0,NA,0,0,0,NA,A04,C8_2,OSM,0,1,1,0
1,6.336261546442754,614.6173700049471,12.672523092885507,3,3,1131.333,369.667,60,165,14.174,14.174,NA,14.174,0.472,131.186,131.186,A04,C8_2,OSM,0,1,1,14.174217615092422
1,6.336261546442754,614.6173700049471,12.672523092885507,4,4,1132.667,380.333,90,120,24.923,22.784,NA,10.75,0.358,82.875,-48.311,A04,C8_2,OSM,0,1,1,10.749098194732463
1,6.336261546442754,614.6173700049471,12.672523092885507,5,5,1132.667,380.333,120,120,24.923,22.784,NA,0,0,0,-82.875,A04,C8_2,OSM,0,1,1,0
1,6.336261546442754,614.6173700049471,12.672523092885507,6,6,1131.333,380.333,150,119,26.257,23.286,NA,1.333,0.044,180,180,A04,C8_2,OSM,0,1,1,1.3339999999998327
1,6.336261546442754,614.6173700049471,12.672523092885507,7,7,1130,380.333,180,136,27.59,23.851,NA,1.333,0.044,180,0,A04,C8_2,OSM,0,1,1,1.3330000000000837
1,6.336261546442754,614.6173700049471,12.672523092885507,8,8,1130,380.333,210,145,27.59,23.851,NA,0,0,0,-180,A04,C8_2,OSM,0,1,1,0
1,6.336261546442754,614.6173700049471,12.672523092885507,9,9,1131.333,379,240,149,29.475,22.071,NA,1.886,0.063,-45,-45,A04,C8_2,OSM,0,1,1,1.8851466786434137
1,6.336261546442754,614.6173700049471,12.672523092885507,10,10,1131.333,379,270,159,29.475,22.071,NA,0,0,0,45,A04,C8_2,OSM,0,1,1,0
1,6.336261546442754,614.6173700049471,12.672523092885507,11,11,1124.667,371,300,186,39.889,20,NA,10.414,0.347,-129.806,-129.806,A04,C8_2,OSM,0,1,1,10.413239457536845
1,6.336261546442754,614.6173700049471,12.672523092885507,12,12,1124.667,360.333,330,85,50.556,16.055,NA,10.667,0.356,-90,39.806,A04,C8_2,OSM,0,1,1,10.666999999999973
1,6.336261546442754,614.6173700049471,12.672523092885507,13,13,1124.667,361.667,360,191,51.889,16.221,NA,1.333,0.044,90,180,A04,C8_2,OSM,0,1,1,1.3339999999999463
1,6.336261546442754,614.6173700049471,12.672523092885507,14,14,1130,371,390,128,62.639,16.055,NA,10.75,0.358,60.255,-29.745,A04,C8_2,OSM,0,1,1,10.749222204420253
1,6.336261546442754,614.6173700049471,12.672523092885507,15,15,1135.333,383,420,170,75.771,24.585,NA,13.132,0.438,66.038,5.782,A04,C8_2,OSM,0,1,1,13.131675026438968
1,6.336261546442754,614.6173700049471,12.672523092885507,16,16,1150,395,450,140,94.721,37.19,NA,18.95,0.632,39.289,-26.748,A04,C8_2,OSM,0,1,1,18.950485191677746
1,6.336261546442754,614.6173700049471,12.672523092885507,17,17,1150,395,480,130,94.721,37.19,NA,0,0,0,-39.289,A04,C8_2,OSM,0,1,1,0
1,6.336261546442754,614.6173700049471,12.672523092885507,18,18,1152.667,392.333,510,171,98.492,35.428,NA,3.771,0.126,-45,-45,A04,C8_2,OSM,0,1,1,3.7717075708489665
1,6.336261546442754,614.6173700049471,12.672523092885507,19,19,1154,396.333,540,161,102.708,39.643,NA,4.216,0.141,71.565,116.565,A04,C8_2,OSM,0,1,1,4.216264816161364
1,6.336261546442754,614.6173700049471,12.672523092885507,20,20,1160.667,401.667,570,126,111.246,47.122,NA,8.537,0.285,38.66,-32.905,A04,C8_2,OSM,0,1,1,8.538175741925105
1,6.336261546442754,614.6173700049471,12.672523092885507,21,21,1159,418,600,153,127.664,61.783,NA,16.418,0.547,95.826,57.167,A04,C8_2,OSM,0,1,1,16.41784937194883
1,6.336261546442754,614.6173700049471,12.672523092885507,22,22,1162,422,630,85,132.664,66.514,NA,5,0.167,53.13,-42.696,A04,C8_2,OSM,0,1,1,5
1,6.336261546442754,614.6173700049471,12.672523092885507,23,23,1164,429,660,165,139.944,73.786,NA,7.28,0.243,74.055,20.925,A04,C8_2,OSM,0,1,1,7.280109889280518
1,6.336261546442754,614.6173700049471,12.672523092885507,24,24,1159,441,690,135,152.944,84.024,NA,13,0.433,112.62,38.565,A04,C8_2,OSM,0,1,1,13
1,6.336261546442754,614.6173700049471,12.672523092885507,25,25,1160,446,720,90,158.043,89.122,NA,5.099,0.17,78.69,-33.93,A04,C8_2,OSM,0,1,1,5.0990195135927845
1,6.336261546442754,614.6173700049471,12.672523092885507,26,26,1165,455,750,86,168.339,99.036,NA,10.296,0.343,60.945,-17.745,A04,C8_2,OSM,0,1,1,10.295630140987
1,6.336261546442754,614.6173700049471,12.672523092885507,27,27,1171,468,780,99,182.657,113.142,NA,14.318,0.477,65.225,4.279,A04,C8_2,OSM,0,1,1,14.317821063276353
1,6.336261546442754,614.6173700049471,12.672523092885507,28,28,1170,470,810,83,184.893,114.81,NA,2.236,0.075,116.565,51.34,A04,C8_2,OSM,0,1,1,2.23606797749979
1,6.336261546442754,614.6173700049471,12.672523092885507,29,29,1164,462,840,108,194.893,105.61,NA,10,0.333,-126.87,116.565,A04,C8_2,OSM,0,1,1,10
1,6.336261546442754,614.6173700049471,12.672523092885507,30,30,1160,454,870,158,203.837,96.947,NA,8.944,0.298,-116.565,10.305,A04,C8_2,OSM,0,1,1,8.94427190999916
1,6.336261546442754,614.6173700049471,12.672523092885507,31,31,1169,430,900,46,229.469,76.445,NA,25.632,0.854,-69.444,47.121,A04,C8_2,OSM,0,1,1,25.632011235952593
1,6.336261546442754,614.6173700049471,12.672523092885507,32,32,1179,436,930,97,241.131,86.014,NA,11.662,0.389,30.964,100.408,A04,C8_2,OSM,0,1,1,11.661903789690601
1,6.336261546442754,614.6173700049471,12.672523092885507,33,33,1185,450,960,131,256.363,101.225,NA,15.232,0.508,66.801,35.838,A04,C8_2,OSM,0,1,1,15.231546211727817
1,6.336261546442754,614.6173700049471,12.672523092885507,34,34,1184,449,990,173,257.777,99.889,NA,1.414,0.047,-135,158.199,A04,C8_2,OSM,0,1,1,1.4142135623730951
1,6.336261546442754,614.6173700049471,12.672523092885507,35,35,1181,452,1020,7,262.019,101.37,NA,4.243,0.141,135,-90,A04,C8_2,OSM,0,1,1,4.242640687119285
1,6.336261546442754,614.6173700049471,12.672523092885507,36,36,1174,460,1050,53,272.65,106.358,NA,10.63,0.354,131.186,-3.814,A04,C8_2,OSM,0,1,1,10.63014581273465
1,6.336261546442754,614.6173700049471,12.672523092885507,37,37,1174,464,1080,35,276.65,110.164,NA,4,0.133,90,-41.186,A04,C8_2,OSM,0,1,1,4
1,6.336261546442754,614.6173700049471,12.672523092885507,38,38,1172,469,1110,0,282.035,114.376,NA,5.385,0.18,111.801,21.801,A04,C8_2,OSM,0,1,1,5.385164807134504
1,6.336261546442754,614.6173700049471,12.672523092885507,39,39,1172,477,1140,35,290.035,122.089,NA,8,0.267,90,-21.801,A04,C8_2,OSM,0,1,1,8
