TID,distance_mean,distance_total,average_velocity,Nr,PID,xpixel,ypixel,tmin,Ival,Lenpixel,D2Spixel,D2Rpixel,D2Ppixel,vpixelmin,αdeg,Δαdeg,well,field,treatment,motherID,generation,lineage,distance
1,22.160480547259954,1174.5054690047775,44.32096109451991,1,1,605,647,0,131,0,0,NA,NA,NA,NA,NA,A02,2,EGF,0,1,1,0
1,22.160480547259954,1174.5054690047775,44.32096109451991,2,2,604,652,30,61,5.099,5.099,NA,5.099,0.17,101.31,NA,A02,2,EGF,0,1,1,5.0990195135927845
1,22.160480547259954,1174.5054690047775,44.32096109451991,3,3,603,643,60,29,14.154,4.472,NA,9.055,0.302,-96.34,162.35,A02,2,EGF,0,1,1,9.055385138137417
1,22.160480547259954,1174.5054690047775,44.32096109451991,4,4,604,638,90,76,19.253,9.055,NA,5.099,0.17,-78.69,17.65,A02,2,EGF,0,1,1,5.0990195135927845
1,22.160480547259954,1174.5054690047775,44.32096109451991,5,5,604,638,120,68,19.253,9.055,NA,0,0,0,78.69,A02,2,EGF,0,1,1,0
1,22.160480547259954,1174.5054690047775,44.32096109451991,6,6,601,641,150,32,23.496,7.211,NA,4.243,0.141,135,135,A02,2,EGF,0,1,1,4.242640687119285
1,22.160480547259954,1174.5054690047775,44.32096109451991,7,7,601,638,180,93,26.496,9.849,NA,3,0.1,-90,135,A02,2,EGF,0,1,1,3
1,22.160480547259954,1174.5054690047775,44.32096109451991,8,8,600,633,210,82,31.595,14.866,NA,5.099,0.17,-101.31,-11.31,A02,2,EGF,0,1,1,5.0990195135927845
1,22.160480547259954,1174.5054690047775,44.32096109451991,9,9,600,633,240,93,31.595,14.866,NA,0,0,0,101.31,A02,2,EGF,0,1,1,0
1,22.160480547259954,1174.5054690047775,44.32096109451991,10,10,599,636,270,87,34.757,12.53,NA,3.162,0.105,108.435,108.435,A02,2,EGF,0,1,1,3.1622776601683795
1,22.160480547259954,1174.5054690047775,44.32096109451991,11,11,597,630,300,21,41.082,18.788,NA,6.325,0.211,-108.435,143.13,A02,2,EGF,0,1,1,6.324555320336759
1,22.160480547259954,1174.5054690047775,44.32096109451991,12,12,595,627,330,88,44.687,22.361,NA,3.606,0.12,-123.69,-15.255,A02,2,EGF,0,1,1,3.605551275463989
1,22.160480547259954,1174.5054690047775,44.32096109451991,13,13,592,624,360,95,48.93,26.42,NA,4.243,0.141,-135,-11.31,A02,2,EGF,0,1,1,4.242640687119285
1,22.160480547259954,1174.5054690047775,44.32096109451991,14,14,590,620,390,78,53.402,30.887,NA,4.472,0.149,-116.565,18.435,A02,2,EGF,0,1,1,4.47213595499958
1,22.160480547259954,1174.5054690047775,44.32096109451991,15,15,585,616,420,0,59.805,36.892,NA,6.403,0.213,-141.34,-24.775,A02,2,EGF,0,1,1,6.4031242374328485
1,22.160480547259954,1174.5054690047775,44.32096109451991,16,16,576,601,450,0,77.298,54.378,NA,17.493,0.583,-120.964,20.376,A02,2,EGF,0,1,1,17.4928556845359
1,22.160480547259954,1174.5054690047775,44.32096109451991,17,17,559,583,480,22,102.057,78.816,NA,24.759,0.825,-133.363,-12.4,A02,2,EGF,0,1,1,24.758836806279895
1,22.160480547259954,1174.5054690047775,44.32096109451991,18,18,535,562,510,76,133.947,110.114,NA,31.89,1.063,-138.814,-5.451,A02,2,EGF,0,1,1,31.89043743820395
